FID,vid,id,source,project,pcode,name,visit_date,visit,novisit_reason,geom,longitude,latitude,location_origin,prefecture,sousprefecture,commune,village,chantiers_numb,workers_numb,workers_women,workers_women_work_type,childunder15,childunder15_work_type,minerals,minerals_diamant,minerals_or,minerals_autre,production_destination,services1_name,services1_frequency,services2_name,services2_frequency,services3_name,services3_frequency,actor_type,actor1name,actor1name_frequency,actor1name_tax,actor1name_pillage,actor1name_forcedlabour,actor1name_buyminerals,actor1name_digging,actor1name_monopoly,actor2name,actor2name_frequency,actor2name_tax,actor2name_pillage,actor2name_forcedlabour,actor2name_buyminerals,actor2name_digging,actor2name_monopoly,actor3name,actor3name_frequency,actor3name_tax,actor3name_pillage,actor3name_forcedlabour,actor3name_buyminerals,actor3name_digging,actor3name_monopoly,roadblocks,roadblocks_actor,environment_water_change,environment_deforestation,conflict_category,conflict_type,accident_injured,accident_dead
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e0b,656,36,IPIS,IPIS - Covid19 2020,cafmine00269,Gom,2020/10/22,0,Appel telephonique - Covid19,POINT (15.3097483333 5.1709783333),15.30974833,5.17097833,GPS,Nana-Mambéré,Abba,Nadziboro,Nadziboro,,400,150,,50,,Or,0,1,0,,,,,,,,autodefense,Anti-balaka,permanent,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e0c,657,249,IPIS,IPIS - Covid19 2020,cafmine00295,Gbembou,2020/10/22,0,Appel telephonique - Covid19,POINT (15.1463016667 5.505715),15.14630167,5.505715,GPS,Nana-Mambéré,Abba,Abba,Ndibamoelle,,300,100,,30,,Or,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e0d,658,94,IPIS,IPIS - Covid19 2020,cafmine00304,Loya,2020/10/22,0,Appel telephonique - Covid19,POINT (15.1004883333 5.296935),15.10048833,5.296935,GPS,Nana-Mambéré,Abba,Abba,Abba,,150,50,,20,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e0e,659,25,IPIS,IPIS - Covid19 2020,cafmine00315,Gbambassa,2020/10/22,0,Appel telephonique - Covid19,POINT (14.7586116667 5.4751116667),14.75861167,5.47511167,GPS,Nana-Mambéré,Baboua,Baboua,Bondiba,,201,58,,62,,Or,0,1,0,,,,,,,,groupe_arme,3R,aleatoire,1,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e0f,660,26,IPIS,IPIS - Covid19 2020,cafmine00317,Nakpénguè,2020/10/22,0,Appel telephonique - Covid19,POINT (14.7699416667 5.6300183333),14.76994167,5.63001833,GPS,Nana-Mambéré,Baboua,Baboua,Bera-Boyere,,300,80,,121,,Or,0,1,0,,,,,,,,groupe_arme,3R,aleatoire,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e10,661,27,IPIS,IPIS - Covid19 2020,cafmine00320,Ndongori,2020/10/22,0,Appel telephonique - Covid19,POINT (14.72701 5.44698),14.72701,5.44698,Approximation,Nana-Mambéré,Baboua,Baboua,Bondiba,,200,36,,72,,Or,0,1,0,,,,,,,,groupe_arme,3R,permanent,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e11,662,108,IPIS,IPIS - Covid19 2020,cafmine00135,Bania Centre,2020/10/23,0,Appel telephonique - Covid19,POINT (16.1138766667 4.0049883333),16.11387667,4.00498833,GPS,Mambéré-Kadéï,Berbérati,Basse-Mambéré,Bania Centre,,500,100,,40,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e12,663,104,IPIS,IPIS - Covid19 2020,cafmine00148,Topia,2020/10/23,0,Appel telephonique - Covid19,POINT (16.7902 4.48783),16.7902,4.48783,Approximation,Mambéré-Kadéï,Gadzi,Topia,Sassélé,,175,0,,40,,Diamant,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e13,664,65,IPIS,IPIS - Covid19 2020,cafmine00151,Poutouka 2,2020/10/23,0,Appel telephonique - Covid19,POINT (16.2351216667 4.4220216667),16.23512167,4.42202167,GPS,Mambéré-Kadéï,Carnot,Senkpa-Mbaéré,Poutouka 2,,18,0,,0,,Diamant,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e14,665,13,IPIS,IPIS - Covid19 2020,cafmine00200,Ngbabere 2,2020/10/23,0,Appel telephonique - Covid19,POINT (14.8046266667 5.6917533333),14.80462667,5.69175333,GPS,Nana-Mambéré,Baboua,Baboua,Yezo,,320,61,,124,,Or,0,1,0,,,,,,,,groupe_arme,3R,aleatoire,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e15,666,20,IPIS,IPIS - Covid19 2020,cafmine00225,Zongo 2,2020/10/23,0,Appel telephonique - Covid19,POINT (15.020375 5.076575),15.020375,5.076575,GPS,Nana-Mambéré,Abba,Abba,Kpéténé,,100,40,,20,,Or,0,1,0,,,,,,,,groupe_arme,3R,aleatoire,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e16,667,240,IPIS,IPIS - Covid19 2020,cafmine00265,Mambere,2020/10/23,0,Appel telephonique - Covid19,POINT (15.4034283333 5.144235),15.40342833,5.144235,GPS,Nana-Mambéré,Abba,Nadziboro,Nadziboro,,80,20,,10,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e17,668,35,IPIS,IPIS - Covid19 2020,cafmine00266,Mambere,2020/10/23,0,Appel telephonique - Covid19,POINT (15.3921833333 5.1556333333),15.39218333,5.15563333,GPS,Nana-Mambéré,Abba,Nadziboro,Abo,,100,30,,10,,"Diamant, Or",1,1,0,,,,,,,,autodefense,Anti-balaka,permanent,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e18,669,246,IPIS,IPIS - Covid19 2020,cafmine00278,Medy Assisté,2020/10/23,0,Appel telephonique - Covid19,POINT (15.094045 5.13901),15.094045,5.13901,GPS,Nana-Mambéré,Abba,Abba,Naramiri,,1000,300,,100,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e19,670,247,IPIS,IPIS - Covid19 2020,cafmine00291,Mambéré Abba,2020/10/23,0,Appel telephonique - Covid19,POINT (15.26124 5.312445),15.26124,5.312445,GPS,Nana-Mambéré,Abba,Abba,Abba,,70,10,,5,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e1a,671,92,IPIS,IPIS - Covid19 2020,cafmine00305,Loya,2020/10/23,0,Appel telephonique - Covid19,POINT (15.0943683333 5.3135016667),15.09436833,5.31350167,GPS,Nana-Mambéré,Abba,Abba,Abba,,100,30,,10,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e1b,672,86,IPIS,IPIS - Covid19 2020,cafmine00306,Loya,2020/10/23,0,Appel telephonique - Covid19,POINT (15.0853 5.3216066667),15.0853,5.32160667,GPS,Nana-Mambéré,Abba,Abba,Abba,,80,20,,10,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e1c,673,162,IPIS,IPIS - Covid19 2020,cafmine00086,Gan,2020/10/24,0,Appel telephonique - Covid19,POINT (16.43022 6.4537),16.43022,6.4537,Approximation,Ouham-Pendé,Bozoum,Dan-Gbabiri,Rota,,15,3,,5,,Or,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e1d,674,165,IPIS,IPIS - Covid19 2020,cafmine00090,Rouwé,2020/10/24,0,Appel telephonique - Covid19,POINT (16.67373 6.622774),16.67373,6.622774,Approximation,Ouham-Pendé,Bozoum,Dan-Gbabiri,Bodivo,,100,15,,10,,Or,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e1e,675,61,IPIS,IPIS - Covid19 2020,cafmine00138,Modele,2020/10/24,0,Appel telephonique - Covid19,POINT (16.490125 4.8368483333),16.490125,4.83684833,GPS,Mambéré-Kadéï,Gadzi,Topia,Molondele,,140,0,,0,,Diamant,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e1f,676,62,IPIS,IPIS - Covid19 2020,cafmine00145,Panga Gbagoro,2020/10/24,0,Appel telephonique - Covid19,POINT (16.4943666667 4.59871),16.49436667,4.59871,GPS,Mambéré-Kadéï,Carnot,Senkpa-Mbaéré,Gbagoro,,20,0,,0,,Diamant,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e20,677,63,IPIS,IPIS - Covid19 2020,cafmine00146,Gbaya Bozoum,2020/10/24,0,Appel telephonique - Covid19,POINT (16.53969 4.65882),16.53969,4.65882,Approximation,Mambéré-Kadéï,Gadzi,Topia,Gbaya Bozoum,,30,0,,0,,Diamant,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e21,678,66,IPIS,IPIS - Covid19 2020,cafmine00152,Mbaéré,2020/10/24,0,Appel telephonique - Covid19,POINT (16.5329383333 4.2983533333),16.53293833,4.29835333,GPS,Mambéré-Kadéï,Carnot,Senkpa-Mbaéré,Gbogou,,37,0,,0,,Diamant,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e22,679,88,IPIS,IPIS - Covid19 2020,cafmine00164,Camps Gum,2020/10/24,0,Appel telephonique - Covid19,POINT (17.3585266667 4.1603033333),17.35852667,4.16030333,GPS,Lobaye,Boda,Lobaye,Camps Gum,,50,9,,25,,Diamant,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e23,680,74,IPIS,IPIS - Covid19 2020,cafmine00167,Lobe,2020/10/24,0,Appel telephonique - Covid19,POINT (17.3543716667 4.2986066667),17.35437167,4.29860667,GPS,Lobaye,Boda,Lobaye,Dana-Bofi,,60,5,,5,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e24,681,211,IPIS,IPIS - Covid19 2020,cafmine00208,Mbélou,2020/10/24,0,Appel telephonique - Covid19,POINT (14.8100883333 6.3118183333),14.81008833,6.31181833,GPS,Nana-Mambéré,Baboua,Goudrot,Dankalé,,45,17,,20,,Or,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e25,682,215,IPIS,IPIS - Covid19 2020,cafmine00212,Gbalô,2020/10/24,0,Appel telephonique - Covid19,POINT (14.750815 5.6888283333),14.750815,5.68882833,GPS,Nana-Mambéré,Baboua,Baboua,Yezo,,65,30,,25,,Or,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e26,683,232,IPIS,IPIS - Covid19 2020,cafmine00245,Loungu,2020/10/24,0,Appel telephonique - Covid19,POINT (14.8404216667 5.99203),14.84042167,5.99203,GPS,Nana-Mambéré,Baboua,Baboua,Sodea,,40,9,,20,,Or,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e27,684,234,IPIS,IPIS - Covid19 2020,cafmine00247,Loungou,2020/10/24,0,Appel telephonique - Covid19,POINT (14.8412016667 5.9733183333),14.84120167,5.97331833,GPS,Nana-Mambéré,Baboua,Baboua,Sodea,,200,25,,62,,Or,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e28,685,219,IPIS,IPIS - Covid19 2020,cafmine00259,Medy 1a,2020/10/24,0,Appel telephonique - Covid19,POINT (15.03244 5.1782216667),15.03244,5.17822167,GPS,Nana-Mambéré,Abba,Abba,Lamy,,250,50,,30,,Or,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e29,686,245,IPIS,IPIS - Covid19 2020,cafmine00277,Medy,2020/10/24,0,Appel telephonique - Covid19,POINT (15.0672933333 5.1485433333),15.06729333,5.14854333,GPS,Nana-Mambéré,Abba,Abba,Lamy,,300,100,,50,,Or,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e2a,687,119,IPIS,IPIS - Covid19 2020,cafmine00282,Medy Base (Gbanguene),2020/10/24,0,Appel telephonique - Covid19,POINT (15.1827233333 5.12509),15.18272333,5.12509,GPS,Nana-Mambéré,Abba,Abba,Abba,,700,200,,100,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e2b,688,75,IPIS,IPIS - Covid19 2020,cafmine00065,Lobe,2020/10/25,0,Appel telephonique - Covid19,POINT (17.8033266667 3.7367383333),17.80332667,3.73673833,GPS,Lobaye,Mbaïki,Moboma,Bongomba,,10,0,,0,,Diamant,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e2c,689,54,IPIS,IPIS - Covid19 2020,cafmine00098,Beguida,2020/10/25,0,Appel telephonique - Covid19,POINT (16.429309 6.458565),16.429309,6.458565,Approximation,Ouham-Pendé,Bozoum,Kouazo,Betara,,90,40,,5,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e2d,690,170,IPIS,IPIS - Covid19 2020,cafmine00100,Mbifoura,2020/10/25,0,Appel telephonique - Covid19,POINT (16.398459 6.432789),16.398459,6.432789,Approximation,Ouham-Pendé,Bozoum,Kouazo,Betara,,100,5,,0,,Or,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e2e,691,260,IPIS,IPIS - Covid19 2020,cafmine00322,Dedeye,2020/10/25,0,Appel telephonique - Covid19,POINT (17.719299999999997 6.691758333333333),17.7193,6.69175833,GPS,Ouham,Bossangoa,Ben Zambé,Bola Kaba,,10,4,,3,,Or,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e2f,692,156,IPIS,IPIS - Covid19 2020,cafmine00064,Moboma,2020/10/26,0,Appel telephonique - Covid19,POINT (17.8639533333 3.67517),17.86395333,3.67517,GPS,Lobaye,Mbaïki,Moboma,Moboma,,800,100,,150,,Or,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e30,693,123,IPIS,IPIS - Covid19 2020,cafmine00009,Ndemou,2020/10/27,0,Appel telephonique - Covid19,POINT (15.691968 6.82967),15.691968,6.82967,Approximation,Ouham-Pendé,Bocaranga,Péndé,Boléré,,500,250,,100,,Or,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e31,694,124,IPIS,IPIS - Covid19 2020,cafmine00010,Moundji 1,2020/10/27,0,Appel telephonique - Covid19,POINT (15.724788 6.788653),15.724788,6.788653,Approximation,Ouham-Pendé,Bocaranga,Péndé,Boléré,,800,400,,100,,Or,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e32,695,47,IPIS,IPIS - Covid19 2020,cafmine00066,Zingawele-Lobaye,2020/10/27,0,Appel telephonique - Covid19,POINT (17.8023783333 3.7646866667),17.80237833,3.76468667,GPS,Lobaye,Mbaïki,Moboma,Lago,,35,0,,0,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e33,696,111,IPIS,IPIS - Covid19 2020,cafmine00160,Molandji,2020/10/27,0,Appel telephonique - Covid19,POINT (15.8374166667 3.89447),15.83741667,3.89447,GPS,Mambéré-Kadéï,Berbérati,Basse-Batouri,Molandji,,300,4,,14,,Diamant,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e34,697,70,IPIS,IPIS - Covid19 2020,cafmine00163,Bolaye 2,2020/10/27,0,Appel telephonique - Covid19,POINT (17.376525 4.35754),17.376525,4.35754,GPS,Lobaye,Boda,Lobaye,Bolaye 2,,75,0,,0,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e35,698,73,IPIS,IPIS - Covid19 2020,cafmine00166,Lobe-Mombaraka,2020/10/27,0,Appel telephonique - Covid19,POINT (17.343245 4.207785),17.343245,4.207785,GPS,Lobaye,Boda,Lobaye,Bomandoro,,150,0,,0,,Diamant,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e36,699,77,IPIS,IPIS - Covid19 2020,cafmine00169,Kelembou,2020/10/27,0,Appel telephonique - Covid19,POINT (15.911815 4.6108916667),15.911815,4.61089167,GPS,Mambéré-Kadéï,Berbérati,Haute-Batouri,Kelembou,,30,10,,0,,Diamant,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e37,700,201,IPIS,IPIS - Covid19 2020,cafmine00194,Kanga,2020/10/27,0,Appel telephonique - Covid19,POINT (14.834025 5.791915),14.834025,5.791915,GPS,Nana-Mambéré,Baboua,Baboua,Nguimandji,,40,10,,15,,Or,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e38,701,202,IPIS,IPIS - Covid19 2020,cafmine00195,Takoyo,2020/10/27,0,Appel telephonique - Covid19,POINT (14.770365 5.7589),14.770365,5.7589,GPS,Nana-Mambéré,Baboua,Baboua,Dombayeke,,50,16,,20,,Or,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e39,702,212,IPIS,IPIS - Covid19 2020,cafmine00209,Bim,2020/10/27,0,Appel telephonique - Covid19,POINT (14.8158 6.1386866667),14.8158,6.13868667,GPS,Nana-Mambéré,Baboua,Goudrot,Nguenze,,262,60,,85,,Or,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e3a,703,213,IPIS,IPIS - Covid19 2020,cafmine00210,Kata-Forô,2020/10/27,0,Appel telephonique - Covid19,POINT (14.7512 5.6748933333),14.7512,5.67489333,GPS,Nana-Mambéré,Baboua,Baboua,Yezo,,30,10,,16,,Or,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e3b,704,214,IPIS,IPIS - Covid19 2020,cafmine00211,Zou Kata-Forô,2020/10/27,0,Appel telephonique - Covid19,POINT (14.74751 5.6735366667),14.74751,5.67353667,GPS,Nana-Mambéré,Baboua,Baboua,Yezo,,45,18,,15,,Or,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e3c,705,21,IPIS,IPIS - Covid19 2020,cafmine00241,Ngindo,2020/10/27,0,Appel telephonique - Covid19,POINT (14.7621116667 5.65061),14.76211167,5.65061,GPS,Nana-Mambéré,Baboua,Baboua,Yezo,,25,7,,10,,Or,0,1,0,,,,,,,,groupe_arme,3R,aleatoire,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e3d,706,23,IPIS,IPIS - Covid19 2020,cafmine00243,Kpangari,2020/10/27,0,Appel telephonique - Covid19,POINT (14.787645 5.6557666667),14.787645,5.65576667,GPS,Nana-Mambéré,Baboua,Baboua,Yezo,,60,16,,30,,Or,0,1,0,,,,,,,,groupe_arme,3R,aleatoire,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e3e,707,231,IPIS,IPIS - Covid19 2020,cafmine00244,Ndinguerenguè,2020/10/27,0,Appel telephonique - Covid19,POINT (14.7845933333 5.69109),14.78459333,5.69109,GPS,Nana-Mambéré,Baboua,Baboua,Yezo,,100,38,,40,,Or,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e3f,708,152,IPIS,IPIS - Covid19 2020,cafmine00058,Lima,2020/10/28,0,Appel telephonique - Covid19,POINT (15.688572 6.912671),15.688572,6.912671,Approximation,Ouham-Pendé,Bocaranga,Péndé,Dibono,,150,40,,10,,Or,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e40,709,153,IPIS,IPIS - Covid19 2020,cafmine00059,Barrage Bernard,2020/10/28,0,Appel telephonique - Covid19,POINT (15.773615 6.837789),15.773615,6.837789,Approximation,Ouham-Pendé,Bocaranga,Péndé,Sangami,,150,50,,20,,Or,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e41,710,154,IPIS,IPIS - Covid19 2020,cafmine00061,Yewere,2020/10/28,0,Appel telephonique - Covid19,POINT (15.703364 6.768129),15.703364,6.768129,Approximation,Ouham-Pendé,Bocaranga,Péndé,Moundji,,50,10,,10,,Or,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e42,711,199,IPIS,IPIS - Covid19 2020,cafmine00191,Nago,2020/10/28,0,Appel telephonique - Covid19,POINT (16.29904 6.23382),16.29904,6.23382,Approximation,Ouham-Pendé,Bozoum,Bozoum,Kparé,,17,10,,0,,Or,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e43,712,14,IPIS,IPIS - Covid19 2020,cafmine00213,Kpande,2020/10/28,0,Appel telephonique - Covid19,POINT (14.9318983333 5.2796666667),14.93189833,5.27966667,GPS,Nana-Mambéré,Abba,Abba,Sagani,,300,100,,50,,Or,0,1,0,,,,,,,,groupe_arme,3R,permanent,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e44,713,15,IPIS,IPIS - Covid19 2020,cafmine00214,Hichim,2020/10/28,0,Appel telephonique - Covid19,POINT (14.91949 5.2715616667),14.91949,5.27156167,GPS,Nana-Mambéré,Abba,Abba,Sagani,,200,80,,20,,Or,0,1,0,,,,,,,,groupe_arme,3R,permanent,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e45,714,16,IPIS,IPIS - Covid19 2020,cafmine00216,Zeze,2020/10/28,0,Appel telephonique - Covid19,POINT (14.94929 5.1278383333),14.94929,5.12783833,GPS,Nana-Mambéré,Abba,Abba,Kamama,,100,40,,20,,Or,0,1,0,,,,,,,,groupe_arme,3R,permanent,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e46,715,230,IPIS,IPIS - Covid19 2020,cafmine00240,Kpemte,2020/10/28,0,Appel telephonique - Covid19,POINT (17.067505 6.5059416667),17.067505,6.50594167,GPS,Ouham,Bossangoa,Ouham Bac,Ouham Bac,,15,0,,0,,Or,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4e47,716,30,IPIS,IPIS - Covid19 2020,cafmine00270,Gbaïna,2020/10/28,0,Appel telephonique - Covid19,POINT (15.30708 5.1688133333),15.30708,5.16881333,GPS,Nana-Mambéré,Abba,Nadziboro,Nadziboro,,300,100,,60,,"Diamant, Or",1,1,0,,,,,,,,autodefense,Anti-balaka,permanent,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,
