FID,vid,id,source,project,pcode,name,visit_date,visit,novisit_reason,geom,longitude,latitude,location_origin,prefecture,sousprefecture,commune,village,chantiers_numb,workers_numb,workers_women,workers_women_work_type,childunder15,childunder15_work_type,minerals,minerals_diamant,minerals_or,minerals_autre,production_destination,services1_name,services1_frequency,services2_name,services2_frequency,services3_name,services3_frequency,actor_type,actor1name,actor1name_frequency,actor1name_tax,actor1name_pillage,actor1name_forcedlabour,actor1name_buyminerals,actor1name_digging,actor1name_monopoly,actor2name,actor2name_frequency,actor2name_tax,actor2name_pillage,actor2name_forcedlabour,actor2name_buyminerals,actor2name_digging,actor2name_monopoly,actor3name,actor3name_frequency,actor3name_tax,actor3name_pillage,actor3name_forcedlabour,actor3name_buyminerals,actor3name_digging,actor3name_monopoly,roadblocks,roadblocks_actor,environment_water_change,environment_deforestation,conflict_category,conflict_type,accident_injured,accident_dead
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c13,152,138,IPIS,IPIS - TetraTech 2019,cafmine00138,Modele,2019/5/14,1,,POINT (16.490125 4.8368483333),16.490125,4.83684833,GPS,Mambéré-Kadéï,Gadzi,Topia,Molondele,12,160,0,,8,Autres activités,Diamant,1,0,0,Dinguiri,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,chauffage autre,,,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c14,153,146,IPIS,IPIS - TetraTech 2019,cafmine00146,Gbaya Bozoum,2019/5/14,1,,POINT (16.53969 4.65882),16.53969,4.65882,Approximation,Mambéré-Kadéï,Gadzi,Topia,Gbaya Bozoum,24,50,30,"Creuser, Laver, Transporter",20,Autres activités,Diamant,1,0,0,Bangui,,aleatoire,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,chauffage extension charbon,Conflit lié _ l__xploitation artisanale,Conflits de limites,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c15,154,165,IPIS,IPIS - TetraTech 2019,cafmine00165,Likonzi,2019/5/14,1,,POINT (17.4006316667 4.2488216667),17.40063167,4.24882167,GPS,Lobaye,Boda,Lobaye,Bomandoro,3,65,0,,0,,Diamant,1,0,0,Boda,Administration des mines,aleatoire,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,extension chauffage,Conflit lié _ l__xploitation artisanale,Conflits de limites,2,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c16,155,175,IPIS,IPIS - TetraTech 2019,cafmine00175,Zori,2019/5/14,1,,POINT (17.0949016667 4.8029483333),17.09490167,4.80294833,GPS,Lobaye,Boganangone,Boganangone,Djoumbélé,4,22,2,Autres activités,5,"Concasser, Laver, Transporter","Diamant, Or",1,1,0,Djoumbélé,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,chauffage extension,,,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c17,156,127,IPIS,IPIS - TetraTech 2019,cafmine00127,Liboko,2019/5/15,1,,POINT (16.486245 3.5206016667),16.486245,3.52060167,GPS,Sangha-Mbaéré,Nola,Nola,Liboko,1,4,0,,2,Autres activités,Diamant,1,0,0,Nola,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,"Gendarmerie, FACA, Eaux et Forêts",1,extension,,,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c18,157,128,IPIS,IPIS - TetraTech 2019,cafmine00128,Wakélé,2019/5/15,1,,POINT (16.321971 3.50274),16.321971,3.50274,Approximation,Sangha-Mbaéré,Nola,Nola,Wakélé,3,14,0,,0,,Diamant,1,0,0,Nola,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,extension,,,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c19,158,134,IPIS,IPIS - TetraTech 2019,cafmine00134,Bania Centre,2019/5/15,1,,POINT (16.1353783333 4.0160033333),16.13537833,4.01600333,GPS,Mambéré-Kadéï,Berbérati,Basse-Mambéré,Bania,8,235,30,"Laver, Transporter, Traiter",0,,Diamant,1,0,0,Berbérati,Brigade minière (USAF),semaine,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,extension,,,9,4
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c1a,159,152,IPIS,IPIS - TetraTech 2019,cafmine00152,Mbaéré,2019/5/15,0,autre,POINT (16.5329383333 4.2983533333),16.53293833,4.29835333,GPS,Mambéré-Kadéï,Carnot,Senkpa-Mbaéré,Gbogou,50,45,0,,0,,Diamant,1,0,0,"Carnot, Guen, Berbérati",Brigade minière (USAF),aleatoire,Gendarmerie,aleatoire,,,etatique,FACA,,,,,,,,,,,,,,,,,,,,,,,,0,,1,etayement autre,,,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c1b,160,166,IPIS,IPIS - TetraTech 2019,cafmine00166,Lobe-Mombaraka,2019/5/15,1,,POINT (17.343245 4.207785),17.343245,4.207785,GPS,Lobaye,Boda,Lobaye,Bomandoro,15,250,1,Autres activités,4,"Laver, Transporter",Diamant,1,0,0,Boda,Brigade minière (USAF),aleatoire,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,extension chauffage,,,10,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c1c,161,172,IPIS,IPIS - TetraTech 2019,cafmine00172,Maoro,2019/5/15,1,,POINT (17.1132216667 4.7955166667),17.11322167,4.79551667,GPS,Lobaye,Boganangone,Boganangone,Djoumbélé,3,15,0,,2,"Laver, Transporter","Diamant, Or",1,1,0,Djoumbélé,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,etayement extension,,,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c1d,162,124,IPIS,IPIS - TetraTech 2019,cafmine00124,Mayembé,2019/5/16,1,,POINT (16.22412 3.5363716667),16.22412,3.53637167,GPS,Sangha-Mbaéré,Nola,Nola,Mangolo,2,7,0,,5,"Creuser, Creuser sous terre, Laver",Diamant,1,0,0,Ngoulo,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,extension,,,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c1e,163,135,IPIS,IPIS - TetraTech 2019,cafmine00135,Bania Centre,2019/5/16,1,,POINT (16.1138766667 4.0049883333),16.11387667,4.00498833,GPS,Mambéré-Kadéï,Berbérati,Basse-Mambéré,Bania Centre,3,120,50,"Creuser, Laver, Transporter, Autres activités",0,Autres activités,Diamant,1,0,0,Berbérati,Brigade minière (USAF),an,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,extension etayement,,,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c1f,164,148,IPIS,IPIS - TetraTech 2019,cafmine00148,Topia,2019/5/16,1,,POINT (16.7902 4.48783),16.7902,4.48783,Approximation,Mambéré-Kadéï,Gadzi,Topia,Sassélé,100,3000,100,Autres activités,0,,Diamant,1,0,0,,Brigade minière (USAF),aleatoire,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,chauffage etayement extension,,,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c20,165,164,IPIS,IPIS - TetraTech 2019,cafmine00164,Camps Gum,2019/5/16,1,,POINT (17.3585266667 4.1603033333),17.35852667,4.16030333,GPS,Lobaye,Boda,Lobaye,Camps Gum,15,100,10,"Transporter, Traiter",80,"Creuser, Creuser sous terre, Concasser, Laver, Transporter, Traiter",Diamant,1,0,0,Boda,Brigade minière (USAF),aleatoire,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,"Gendarmerie, police, douane",1,extension chauffage charbon etayement,Conflit lié _ l__xploitation artisanale,"Conflits de limites, Conflits lié au vol, Conflits entre propriétaires et exploitants",1,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c21,166,126,IPIS,IPIS - TetraTech 2019,cafmine00126,Yanguénda,2019/5/17,1,,POINT (16.196895 3.7464983333),16.196895,3.74649833,GPS,Sangha-Mbaéré,Nola,Nola,Mboussa,1,50,0,,15,"Creuser, Creuser sous terre, Laver",Diamant,1,0,0,Mboussa,,,,,,,autodefense,Anti-balaka,,,,,,,,,,,,,,,,,,,,,,,,0,,0,extension,,,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c22,167,132,IPIS,IPIS - TetraTech 2019,cafmine00132,Mangala,2019/5/17,1,,POINT (16.2379483333 3.9284666667),16.23794833,3.92846667,GPS,Mambéré-Kadéï,Berbérati,Basse-Mambéré,Kelepa,7,20,0,,0,,Diamant,1,0,0,"Berbérati, Cameroun",Point focal du Processus de Kimberley,an,Point focal du Processus de Kimberley,an,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,etayement extension,,,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c23,168,153,IPIS,IPIS - TetraTech 2019,cafmine00153,Arabi,2019/5/17,1,,POINT (15.5991716667 3.9329016667),15.59917167,3.93290167,GPS,Mambéré-Kadéï,Sosso-Nakombo,Basse-Kadéi,Arabi,5,500,7,"Creuser, Creuser sous terre, Laver, Transporter",0,,"Diamant, Or",1,1,0,Berbérati,,,,,,,etatique,FACA,,,,,,,,,,,,,,,,,,,,,,,,0,,0,etayement extension,,,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c24,169,179,IPIS,IPIS - TetraTech 2019,cafmine00179,Site Doubi 2,2019/5/17,1,,POINT (17.1093766667 4.6842716667),17.10937667,4.68427167,GPS,Lobaye,Boganangone,Boganangone,Village Gbadeing,5,14,0,,3,"Creuser, Transporter","Diamant, Or",1,1,0,"Boda, Yawa",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,extension chauffage,,,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c25,170,136,IPIS,IPIS - TetraTech 2019,cafmine00136,Wodo,2019/5/18,1,,POINT (16.250825 3.9401116667),16.250825,3.94011167,GPS,Mambéré-Kadéï,Berbérati,Basse-Mambéré,Balego,5,35,3,Transporter,4,"Creuser, Creuser sous terre, Transporter",Diamant,1,0,0,Berbérati,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,extension,,,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c26,171,141,IPIS,IPIS - TetraTech 2019,cafmine00141,Sama 1 Camp Gbangoro,2019/5/18,1,,POINT (15.8696966667 4.831605),15.86969667,4.831605,GPS,Mambéré-Kadéï,Carnot,Carnot,Sama 1,65,135,0,,0,,Diamant,1,0,0,"Carnot, Berbérati",Point focal du Processus de Kimberley,trois_mois,Brigade minière (USAF),aleatoire,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,extension etayement,,,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c27,172,149,IPIS,IPIS - TetraTech 2019,cafmine00149,Poussa,2019/5/18,1,,POINT (16.0382266667 4.6956633333),16.03822667,4.69566333,GPS,Mambéré-Kadéï,Carnot,Carnot,Zegbe,1,24,0,,0,,Diamant,1,0,0,"Carnot, Berbérati",Administration des mines,aleatoire,Brigade minière (USAF),aleatoire,,,etatique,FACA,,,,,,,,,,,,,,,,,,,,,,,,0,,1,etayement extension,Conflit lié _ l__xploitation artisanale,"Conflits de limites, Conflits lié au vol, Litige de propriété entre chantiers sur le même site",0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c28,173,154,IPIS,IPIS - TetraTech 2019,cafmine00154,Bérèngho,2019/5/18,1,,POINT (16.1492566667 3.5513616667),16.14925667,3.55136167,GPS,Sangha-Mbaéré,Nola,Nola,Mbanza,24,7,0,,0,,Diamant,1,0,0,Berbérati,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,extension chauffage,,,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c29,174,143,IPIS,IPIS - TetraTech 2019,cafmine00143,Camp Pilote,2019/5/20,1,,POINT (15.66788 4.841615),15.66788,4.841615,GPS,Mambéré-Kadéï,Carnot,Carnot,Camp Koko,2,36,0,,0,,Diamant,1,0,0,Carnot,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,extension,,,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c2a,175,150,IPIS,IPIS - TetraTech 2019,cafmine00150,Sangouma,2019/5/20,1,,POINT (15.908796 4.7547809),15.908796,4.7547809,Approximation,Mambéré-Kadéï,Carnot,Carnot,Sangouma,85,250,25,Autres activités,100,Autres activités,"Diamant, Or",1,1,0,Carnot,Brigade minière (USAF),aleatoire,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,extension chauffage,Conflit lié _ l__xploitation artisanale,Conflits de limites,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c2b,176,163,IPIS,IPIS - TetraTech 2019,cafmine00163,Bolaye 2,2019/5/20,1,,POINT (17.376525 4.35754),17.376525,4.35754,GPS,Lobaye,Boda,Lobaye,Bolaye 2,100,200,0,,0,,"Diamant, Or",1,1,0,Boda,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,"Gendarmerie, douane, Brigade minière, Eaux et Forêts, et police au niveau de Boda; gendarmerie pour Bolaye 2",1,extension chauffage,Conflit lié _ l__xploitation artisanale,"Conflits de limites, Conflits lié au vol, Conflits concernant le partage des gains",10,1
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c2c,177,142,IPIS,IPIS - TetraTech 2019,cafmine00142,Bouze,2019/5/21,1,,POINT (15.51127 4.925505),15.51127,4.925505,GPS,Mambéré-Kadéï,Carnot,Carnot,Bouli,3,20,6,Transporter,0,,Diamant,1,0,0,Carnot,Point focal du Processus de Kimberley,an,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,extension,,,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c2d,178,155,IPIS,IPIS - TetraTech 2019,cafmine00155,Nazembe,2019/5/21,1,,POINT (15.948955 4.183255),15.948955,4.183255,GPS,Mambéré-Kadéï,Berbérati,Basse-Mambéré,Siriri,6,42,5,"Creuser, Laver, Transporter",0,,Diamant,1,0,0,Berbérati,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,etayement extension,,,3,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c2e,179,157,IPIS,IPIS - TetraTech 2019,cafmine00157,Gbato,2019/5/22,1,,POINT (16.0850233333 4.358665),16.08502333,4.358665,GPS,Mambéré-Kadéï,Berbérati,Haute-Batouri,Gbao Gbato,6,30,0,,0,,Diamant,1,0,0,Berbérati,Brigade minière (USAF),aleatoire,,,,,autodefense,Anti-balaka,,,,,,,,,,,,,,,,,,,,,,,,0,,0,etayement extension,,,3,1
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c2f,180,167,IPIS,IPIS - TetraTech 2019,cafmine00167,Lobe,2019/5/22,1,,POINT (17.3543716667 4.2986066667),17.35437167,4.29860667,GPS,Lobaye,Boda,Lobaye,Dana-Bofi,25,200,0,,10,Traiter,"Diamant, Or",1,1,0,Boda,Administration des mines,aleatoire,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,extension chauffage,,,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c30,181,139,IPIS,IPIS - TetraTech 2019,cafmine00139,Somica,2019/5/23,1,,POINT (15.7366333333 4.9061233333),15.73663333,4.90612333,GPS,Mambéré-Kadéï,Carnot,Carnot,Somica,3,25,0,,0,,Diamant,1,0,0,Carnot,Point focal du Processus de Kimberley,aleatoire,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,extension chauffage,,,0,1
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c31,182,158,IPIS,IPIS - TetraTech 2019,cafmine00158,Batouri Danzi,2019/5/23,1,,POINT (15.9189483333 4.2687166667),15.91894833,4.26871667,GPS,Mambéré-Kadéï,Berbérati,Haute-Batouri,Batouri Danzé,3,25,0,,0,,Diamant,1,0,0,Berbérati,Autorités locales ou coutumières,trois_mois,Point focal du Processus de Kimberley,an,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,etayement extension,,,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c32,183,159,IPIS,IPIS - TetraTech 2019,cafmine00159,Batouri Ndanze,2019/5/23,1,,POINT (15.933545 4.2546066667),15.933545,4.25460667,GPS,Mambéré-Kadéï,Berbérati,Basse-Batouri,Kpetene,14,600,15,Transporter,0,,Diamant,1,0,0,Berbérati,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,"Gendarmerie, police et USAF",1,etayement extension,,,3,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c33,184,178,IPIS,IPIS - TetraTech 2019,cafmine00178,Gbapana,2019/5/23,1,,POINT (17.1071166667 4.30057),17.10711667,4.30057,GPS,Lobaye,Boganda,Boganda,Boganda,20,100,0,,0,,Diamant,1,0,0,Yawa,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,extension chauffage,,,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c34,185,156,IPIS,IPIS - TetraTech 2019,cafmine00156,Mboumbou,2019/5/24,1,,POINT (15.49948 4.0544983333),15.49948,4.05449833,GPS,Mambéré-Kadéï,Sosso-Nakombo,Basse-Kadéi,Beinademon,2,60,0,,0,,Diamant,1,0,0,Berbérati,,,,,,,etatique,FACA,,,,,,,,,,,,,,,,,,,,,,,,0,,1,extension,,,0,1
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c35,186,160,IPIS,IPIS - TetraTech 2019,cafmine00160,Molandji,2019/5/24,1,,POINT (15.8374166667 3.89447),15.83741667,3.89447,GPS,Mambéré-Kadéï,Berbérati,Basse-Batouri,Molandji,7,500,10,"Creuser, Laver",30,"Creuser, Laver, Transporter",Diamant,1,0,0,Berbérati,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,"Gendarmerie, police, douane, services phytosanitaires, USAF",1,etayement extension chauffage,,,4,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c36,187,168,IPIS,IPIS - TetraTech 2019,cafmine00168,Chantier Ngoere,2019/5/27,1,,POINT (15.9508133333 4.6540533333),15.95081333,4.65405333,GPS,Mambéré-Kadéï,Berbérati,Haute-Batouri,Dg,7,30,0,,2,Creuser,Diamant,1,0,0,"Berbérati, Carnot",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,etayement extension,Conflit lié _ l__xploitation artisanale,Conflits de limites,0,1
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c37,188,169,IPIS,IPIS - TetraTech 2019,cafmine00169,Kelembou,2019/5/27,1,,POINT (15.911815 4.6108916667),15.911815,4.61089167,GPS,Mambéré-Kadéï,Berbérati,Haute-Batouri,Kelembou,60,80,30,"Creuser, Laver, Transporter",0,,Diamant,1,0,0,"Berbérati, Carnot",Services de santé,trois_mois,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,extension chauffage etayement,,,30,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c38,189,170,IPIS,IPIS - TetraTech 2019,cafmine00170,Bekombo,2019/5/27,1,,POINT (15.8545333333 4.6525266667),15.85453333,4.65252667,GPS,Mambéré-Kadéï,Berbérati,Haute-Batouri,Nadombo,4,230,30,"Creuser sous terre, Transporter",0,,Diamant,1,0,0,"Carnot, Berbérati",Brigade minière (USAF),aleatoire,Gendarmerie,aleatoire,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,etayement extension chauffage,,,20,2
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c39,190,171,IPIS,IPIS - TetraTech 2019,cafmine00171,Ndjikiri,2019/5/28,1,,POINT (15.7913466667 4.6704233333),15.79134667,4.67042333,GPS,Mambéré-Kadéï,Berbérati,Haute-Batouri,Nandombo,6,10,5,Transporter,15,Traiter,Diamant,1,0,0,"Berbérati, Carnot",,,,,,,autodefense,Anti-balaka,,0,1,,0,,0,,,,,,,,,,,,,,,,,0,,1,extension,Conflit lié _ l__xploitation artisanale,Conflits de limites,8,1
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c3a,191,191,IPIS,IPIS - TetraTech 2019,cafmine00191,Nago,2019/6/11,1,,POINT (16.29904 6.23382),16.29904,6.23382,Approximation,Ouham-Pendé,Bozoum,Bozoum,Kparé,2,30,20,"Creuser, Creuser sous terre, Laver, Traiter",2,"Creuser, Creuser sous terre",Or,0,1,0,Mbai Mboum,Brigade minière (USAF),an,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,extension chauffage,,,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c3b,192,257,IPIS,IPIS - TetraTech 2019,cafmine00257,Zongo,2019/6/17,1,,POINT (15.0231833333 5.1223383333),15.02318333,5.12233833,GPS,Nana-Mambéré,Abba,Abba,Lamy,3,50,20,"Laver, Transporter, Traiter",12,"Laver, Transporter, Traiter",Or,0,1,0,Lamy,Autorités locales ou coutumières,aleatoire,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,extension chauffage,,,10,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c3c,193,201,IPIS,IPIS - TetraTech 2019,cafmine00201,Thiene,2019/6/19,1,,POINT (17.3559266667 6.08125),17.35592667,6.08125,GPS,Ouham,Bossangoa,Koro-M'poko,Gbakota,1,25,5,"Creuser, Creuser sous terre, Laver, Transporter, Traiter",0,,Or,0,1,0,"Bossangoa, Ndjo",Administration des mines,aleatoire,Gendarmerie,aleatoire,Autorités locales ou coutumières,aleatoire,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,Conflit lié _ l__xploitation artisanale,"Conflits de limites, Litige de propriété entre chantiers sur le même site",0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c3d,194,192,IPIS,IPIS - TetraTech 2019,cafmine00192,Popo,2019/6/20,1,,POINT (14.7629583333 5.7875483333),14.76295833,5.78754833,GPS,Nana-Mambéré,Baboua,Baboua,Jéricho,5,40,5,"Creuser, Laver, Transporter",10,"Laver, Transporter, Traiter",Or,0,1,0,Cameroun,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,extension,,,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c3e,195,193,IPIS,IPIS - TetraTech 2019,cafmine00193,Popo 2,2019/6/20,1,,POINT (14.74555 5.7818883333),14.74555,5.78188833,GPS,Nana-Mambéré,Baboua,Baboua,Dongbaike,1,20,5,"Creuser, Laver, Transporter, Traiter",2,"Creuser, Laver, Transporter, Traiter",Or,0,1,0,Cameroun,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,extension,,,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c3f,196,194,IPIS,IPIS - TetraTech 2019,cafmine00194,Kanga,2019/6/20,1,,POINT (14.834025 5.791915),14.834025,5.791915,GPS,Nana-Mambéré,Baboua,Baboua,Nguimandji,1,26,6,"Creuser, Laver, Transporter, Traiter",1,Laver,Or,0,1,0,Cameroun,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,0,,,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c40,197,202,IPIS,IPIS - TetraTech 2019,cafmine00202,Willy,2019/6/20,1,,POINT (17.2564233333 6.1225483333),17.25642333,6.12254833,GPS,Ouham,Bossangoa,Koro-M'poko,Katanga2,1,150,30,"Creuser, Creuser sous terre, Concasser, Laver, Transporter, Traiter",0,,Or,0,1,0,"Garoua Boulaï, Bangui",Administration des mines,aleatoire,Brigade minière (USAF),permanent,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Gendarmerie ,0,etayement extension,,,1,3
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c41,198,203,IPIS,IPIS - TetraTech 2019,cafmine00203,Willy,2019/6/20,1,,POINT (17.2512566667 6.1270066667),17.25125667,6.12700667,GPS,Ouham,Bossangoa,Koro-M'poko,Fini Kodro,15,355,75,"Creuser, Creuser sous terre, Concasser, Laver, Transporter, Traiter",25,Creuser,"Or, Argent",0,1,1,"Bangui, Garoua Boulaï, Markounda",Administration des mines,aleatoire,Brigade minière (USAF),permanent,Services de santé,aleatoire,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Gendarmerie,1,etayement extension chauffage,"Conflit lié _ l__xploitation artisanale, Conflit avec des acteurs extérieurs au site","Conflits de limites, Litige de propriété entre chantiers sur le même site, Conflits entre propriétaires et exploitants, Conflits avec les autorités",0,5
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c42,199,213,IPIS,IPIS - TetraTech 2019,cafmine00213,Kpande,2019/6/20,1,,POINT (14.9318983333 5.2796666667),14.93189833,5.27966667,GPS,Nana-Mambéré,Abba,Abba,Sagani,3,120,45,"Creuser, Concasser, Laver, Transporter, Traiter",15,"Laver, Transporter, Traiter",Or,0,1,0,"Bangui, Carnot, Sagani",Administration des mines,aleatoire,Services de santé,aleatoire,,,groupe_arme,3R,mois,1,0,,,,,,,,,,,,,,,,,,,,,0,,1,chauffage extension,Conflit lié _ l__xploitation artisanale,Conflits lié au vol,0,1
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c43,200,214,IPIS,IPIS - TetraTech 2019,cafmine00214,Hichim,2019/6/20,1,,POINT (14.91949 5.2715616667),14.91949,5.27156167,GPS,Nana-Mambéré,Abba,Abba,Sagani,1,30,12,"Laver, Transporter, Traiter",5,"Laver, Transporter, Traiter",Or,0,1,0,"Bouar, Carnot, Sagani",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,extension etayement chauffage,Conflit lié _ l__xploitation artisanale,Conflits de limites,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c44,201,228,IPIS,IPIS - TetraTech 2019,cafmine00228,Willy,2019/6/20,1,,POINT (17.2563 6.1224516667),17.2563,6.12245167,GPS,Ouham,Bossangoa,Koro-M'poko,Katanga2,2,250,50,"Creuser, Creuser sous terre, Concasser, Laver, Transporter, Traiter",0,,Or,0,1,0,"Bangui, Bossangoa",Brigade minière (USAF),permanent,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Gendarmerie,0,etayement extension chauffage,Conflit lié _ l__xploitation artisanale,"Conflits de limites, Conflits lié au vol, Litige de propriété entre chantiers sur le même site",6,10
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c45,202,195,IPIS,IPIS - TetraTech 2019,cafmine00195,Takoyo,2019/6/21,1,,POINT (14.770365 5.7589),14.770365,5.7589,GPS,Nana-Mambéré,Baboua,Baboua,Dombayeke,3,60,30,"Creuser, Laver, Transporter, Traiter",10,"Creuser, Transporter, Traiter",Or,0,1,0,Cameroun,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,extension,,,0,0
